tweet_id,timestamp,text,name,numerator,denominator,dog_stage,rating_ratio,dog_breed50,dog_breed60,dog_breed70,dog_breed80,dog_breed90,favorite_count,retweet_count
705475953783398401,2016-03-03 19:32:29+00:00,Say hello to Zara. She found a sandal and couldn't be happier. 12/10 great work ,Zara,12.0,10.0,None,1.2,golden retriever,golden retriever,golden retriever,golden retriever,golden retriever,3018.0,939.0
705442520700944385,2016-03-03 17:19:38+00:00,This is Cooper. He only wakes up to switch gears. 12/10 helpful af ,Cooper,12.0,10.0,None,1.2,None,None,None,None,None,4539.0,1667.0
705428427625635840,2016-03-03 16:23:38+00:00,This is Ambrose. He's an Alfalfa Ballyhoo. Draws pistol fast af. Pretty much runs the frontier. 11/10 lethal pupper ,Ambrose,11.0,10.0,None,1.1,chihuahua,chihuahua,chihuahua,None,None,3897.0,1725.0
705239209544720384,2016-03-03 03:51:44+00:00,This is Jimothy. He lost his body during the the Third Crusade (tragic). 11/10 heroic af tho ,Jimothy,11.0,10.0,None,1.1,None,None,None,None,None,3072.0,765.0
705223444686888960,2016-03-03 02:49:06+00:00,This is Bode. He's a heavy sleeper. 9/10 ,Bode,9.0,10.0,None,0.9,None,None,None,None,None,2634.0,810.0
705102439679201280,2016-03-02 18:48:16+00:00,This is Terrenth. He just stubbed his toe. 10/10 deep breaths Terrenth ,Terrenth,10.0,10.0,None,1.0,None,None,None,None,None,2198.0,523.0
705066031337840642,2016-03-02 16:23:36+00:00,This is Reese. He's a Chilean Sohcahtoa. Loves to swing. Never sure what to do with his feet. 12/10 huggable af ,Reese,12.0,10.0,None,1.2,airedale,airedale,airedale,airedale,None,2228.0,630.0
704871453724954624,2016-03-02 03:30:25+00:00,I found a forest Pipsy. 12/10 ,None,12.0,10.0,None,1.2,norfolk terrier,norfolk terrier,None,None,None,4364.0,1137.0
704859558691414016,2016-03-02 02:43:09+00:00,Here is a heartbreaking scene of an incredible pupper being laid to rest. 10/10 RIP pupper ,None,10.0,10.0,None,1.0,None,None,None,None,None,2306.0,553.0
704847917308362754,2016-03-02 01:56:53+00:00,"""Yes hi could I get a number 4 with no pickles"" ...12/10 ",None,12.0,10.0,None,1.2,golden retriever,golden retriever,golden retriever,golden retriever,None,5212.0,1569.0
704819833553219584,2016-03-02 00:05:17+00:00,This is Chesterson. He's a Bolivian Scoop Dog. Incredibly portable. Can't bark for shit tho. 7/10 would still pet ,Chesterson,7.0,10.0,None,0.7,None,None,None,None,None,2701.0,1010.0
704499785726889984,2016-03-01 02:53:32+00:00,When you wake up from a long nap and have no idea who you are. 12/10 ,None,12.0,10.0,None,1.2,None,None,None,None,None,2997.0,1031.0
704491224099647488,2016-03-01 02:19:31+00:00,"13/10 hero af
@ABC",None,13.0,10.0,None,1.3,,,,,,779.0,81.0
704480331685040129,2016-03-01 01:36:14+00:00,Meet Lucia. She's a Cumulonimbus Floofmallow. Only has two legs tho (unfortunate). 11/10 would definitely still pet ,Lucia,11.0,10.0,None,1.1,samoyed,samoyed,samoyed,samoyed,samoyed,3464.0,1088.0
704364645503647744,2016-02-29 17:56:32+00:00,Say hello to Bisquick. He's a Beneplop Cumbersnug. Even smiles when wet. 12/10 I'd steal Bisquick ,Bisquick,12.0,10.0,None,1.2,pembroke,pembroke,pembroke,pembroke,pembroke,8188.0,3642.0
704347321748819968,2016-02-29 16:47:42+00:00,This is Ralphson. He's very confused. Wondering why he's sitting on Santa's lap in February. 10/10 stay woke pupper ,Ralphson,10.0,10.0,None,1.0,None,None,None,None,None,1619.0,358.0
704134088924532736,2016-02-29 02:40:23+00:00,This sneezy pupper is just adorable af. 12/10 (vid by @gwilks1) ,None,12.0,10.0,None,1.2,,,,,,1541.0,475.0
704113298707505153,2016-02-29 01:17:46+00:00,Meet Stanley. He's an inverted Uzbekistani water pup. Hella exotic. Floats around all day. 8/10 I want to be Stanley ,Stanley,8.0,10.0,None,0.8,None,None,None,None,None,1894.0,577.0
704054845121142784,2016-02-28 21:25:30+00:00,Here is a whole flock of puppers.  60/50 I'll take the lot ,None,60.0,50.0,None,1.2,great pyrenees,great pyrenees,None,None,None,3001.0,930.0
703774238772166656,2016-02-28 02:50:28+00:00,"""YOU CAN'T HANDLE THE TRUTH"" both 10/10 ",None,10.0,10.0,None,1.0,labrador retriever,labrador retriever,labrador retriever,labrador retriever,labrador retriever,1879.0,476.0
703769065844768768,2016-02-28 02:29:55+00:00,When you're trying to watch your favorite tv show but your friends keep interrupting. 10/10 relatable af ,None,10.0,10.0,None,1.0,boxer,boxer,boxer,boxer,None,3357.0,1166.0
703631701117943808,2016-02-27 17:24:05+00:00,This is Bella. Based on this picture she's at least 8ft tall (wow)! Must be rare. 11/10 would pet on tippy toes ,Bella,11.0,10.0,None,1.1,None,None,None,None,None,2650.0,698.0
703611486317502464,2016-02-27 16:03:45+00:00,Meet Scooter. He's experiencing the pupper equivalent of dropping ur phone in a toilet 10/10 put it in some rice pup ,Scooter,10.0,10.0,None,1.0,pembroke,pembroke,pembroke,None,None,3942.0,1563.0
703425003149250560,2016-02-27 03:42:44+00:00,"Really guys? Again? I know this is a rare Albanian Bingo Seal, but we only rate dogs. Only send in dogs... 9/10 ",None,9.0,10.0,None,0.9,None,None,None,None,None,3879.0,1396.0
703407252292673536,2016-02-27 02:32:12+00:00,This pupper doesn't understand gates. 10/10 so close ,None,10.0,10.0,None,1.0,None,None,None,None,None,2509.0,714.0
703382836347330562,2016-02-27 00:55:11+00:00,This is Charlie. He's a West Side Niddlewog. Mucho fluffy. 12/10 would pet so damn well ,Charlie,12.0,10.0,None,1.2,golden retriever,golden retriever,golden retriever,golden retriever,golden retriever,3591.0,1163.0
703356393781329922,2016-02-26 23:10:06+00:00,This is Socks. That water pup w the super legs just splashed him. Socks did not appreciate that. 9/10 and 2/10 ,Socks,9.0,10.0,None,0.9,border collie,border collie,border collie,border collie,None,1953.0,394.0
703268521220972544,2016-02-26 17:20:56+00:00,Happy Friday here's a sleepy pupper 12/10 ,None,12.0,10.0,None,1.2,None,None,None,None,None,2012.0,558.0
703079050210877440,2016-02-26 04:48:02+00:00,This is a Butternut Cumberfloof. It's not windy they just look like that. 11/10 back at it again with the red socks ,None,11.0,10.0,None,1.1,pembroke,pembroke,pembroke,None,None,7571.0,3167.0
702932127499816960,2016-02-25 19:04:13+00:00,This is Chip. He's an Upper West Nile Pantaloon. Extremely deadly. Will rip your throat out. 6/10 might still pet ,Chip,6.0,10.0,None,0.6,None,None,None,None,None,2656.0,742.0
702899151802126337,2016-02-25 16:53:11+00:00,Say hello to Luna. Her tongue is malfunctioning (tragic). 12/10 please enjoy (vid by @LilyArtz) ,Luna,12.0,10.0,None,1.2,,,,,,1642.0,464.0
702684942141153280,2016-02-25 02:42:00+00:00,This is Lucy. She's sick of these bullshit generalizations 11/10 ,Lucy,11.0,10.0,None,1.1,golden retriever,None,None,None,None,3308.0,1097.0
702671118226825216,2016-02-25 01:47:04+00:00,Meet Rambo &amp; Kiwi. Rambo's the pup with the sharp toes &amp; rad mohawk. One stays woke while one sleeps. 10/10 for both ,Rambo,10.0,10.0,None,1.0,None,None,None,None,None,2254.0,571.0
702598099714314240,2016-02-24 20:56:55+00:00,"This is Sansa. She's gotten too big for her chair. Not so smol anymore. 11/10 once a pupper, always a pupper ",Sansa,11.0,10.0,None,1.1,None,None,None,None,None,12477.0,3519.0
702539513671897089,2016-02-24 17:04:07+00:00,This is a Wild Tuscan Poofwiggle. Careful not to startle. Rare tongue slip. One eye magical. 12/10 would def pet ,None,12.0,10.0,None,1.2,pomeranian,pomeranian,pomeranian,None,None,2941.0,981.0
702332542343577600,2016-02-24 03:21:41+00:00,This is Rudy. He's going to be a star. 13/10 talented af (vid by @madalynrossi) ,Rudy,13.0,10.0,None,1.3,,,,,,3259.0,1587.0
702321140488925184,2016-02-24 02:36:23+00:00,Please enjoy this picture as much as I did. 12/10 ,None,12.0,10.0,None,1.2,west highland white terrier,west highland white terrier,west highland white terrier,None,None,3351.0,1063.0
702276748847800320,2016-02-23 23:39:59+00:00,"""AND IIIIIIIIIIIEIIIIIIIIIIIII WILL ALWAYS LOVE YOUUUUU"" 11/10 ",None,11.0,10.0,None,1.1,boston bull,boston bull,None,None,None,2530.0,785.0
702217446468493312,2016-02-23 19:44:20+00:00,"I know it's tempting, but please stop sending in pics of Donald Trump. Thank you ...9/10 ",None,9.0,10.0,None,0.9,None,None,None,None,None,4908.0,1372.0
701981390485725185,2016-02-23 04:06:20+00:00,This is Fiji. She's a Powdered Stegafloof. Very rare. 12/10 ,Fiji,12.0,10.0,None,1.2,None,None,None,None,None,3531.0,1012.0
701952816642965504,2016-02-23 02:12:47+00:00,Meet Rilo. He's a Northern Curly Ticonderoga. Currently balancing on one paw even in strong wind. Acrobatic af 11/10 ,Rilo,11.0,10.0,None,1.1,None,None,None,None,None,3912.0,1051.0
701889187134500865,2016-02-22 21:59:57+00:00,This is Bilbo. He's not emotionally prepared to enter the water. 11/10 don't struggle Bilbo ,Bilbo,11.0,10.0,None,1.1,french bulldog,french bulldog,french bulldog,french bulldog,french bulldog,3619.0,1422.0
701805642395348998,2016-02-22 16:27:58+00:00,Please pray for this pupper. Nothing wrong with her she just can't stop getting hit with banana peels. 11/10 ,None,11.0,10.0,None,1.1,,,,,,3508.0,1728.0
701601587219795968,2016-02-22 02:57:08+00:00,This is Coopson. He's a Blingin Schnitzel. Built fence himself. One ear is slightly defective. 10/10 would still pet ,Coopson,10.0,10.0,None,1.0,chihuahua,chihuahua,chihuahua,chihuahua,chihuahua,2137.0,469.0
701570477911896070,2016-02-22 00:53:31+00:00,This is Yoda. He's a Zimbabwean Rutabaga. Freaks out if u stop scratching his belly. Incredibly self-centered. 9/10 ,Yoda,9.0,10.0,None,0.9,yorkshire terrier,yorkshire terrier,yorkshire terrier,yorkshire terrier,yorkshire terrier,2884.0,951.0
701545186879471618,2016-02-21 23:13:01+00:00,Meet Millie. She's practicing her dive form for Rio. It's nearly perfect. Dedicated af. 10/10 go for gold pupper ,Millie,10.0,10.0,None,1.0,None,None,None,None,None,2721.0,623.0
700890391244103680,2016-02-20 03:51:05+00:00,This is Chet. He's dapper af. His owners want him to learn how to dance but his true passion is potato guns. 11/10 ,Chet,11.0,10.0,None,1.1,None,None,None,None,None,2265.0,578.0
700864154249383937,2016-02-20 02:06:50+00:00,"""Pupper is a present to world. Here is a bow for pupper."" 12/10 precious as hell ",None,12.0,10.0,None,1.2,kuvasz,kuvasz,kuvasz,kuvasz,None,2656.0,633.0
700847567345688576,2016-02-20 01:00:55+00:00,Meet Crouton. He's a Galapagos Boonwiddle. Has a legendary tongue (most Boonwiddles do). Excellent stuff 10/10 ,Crouton,10.0,10.0,None,1.0,None,None,None,None,None,2509.0,515.0
700796979434098688,2016-02-19 21:39:54+00:00,This is Daniel. He's a neat pup. Exotic af. Custom paws. Leaps unannounced. Would totally pet. 7/10 daaamn Daniel ,Daniel,7.0,10.0,None,0.7,None,None,None,None,None,2497.0,974.0
700518061187723268,2016-02-19 03:11:35+00:00,This is Vincent. He's the man your girl is with when she's not with you. 10/10 ,Vincent,10.0,10.0,None,1.0,american staffordshire terrier,None,None,None,None,2679.0,816.0
700505138482569216,2016-02-19 02:20:14+00:00,This is Kaia. She's just cute as hell. 12/10 I'd kill for Kaia ,Kaia,12.0,10.0,None,1.2,None,None,None,None,None,2338.0,589.0
700462010979500032,2016-02-18 23:28:52+00:00,This is Murphy. He's a mini golden retriever. Missing two legs (tragic). Mouth sharp. Looks rather perturbed. 6/10 ,Murphy,6.0,10.0,None,0.6,None,None,None,None,None,4228.0,1834.0
700167517596164096,2016-02-18 03:58:39+00:00,This is Dotsy. She's stuck as hell. 10/10 ,Dotsy,10.0,10.0,None,1.0,None,None,None,None,None,2702.0,760.0
700151421916807169,2016-02-18 02:54:41+00:00,If a pupper gave that to me I'd probably start shaking and faint from all the joy. 11/10 ,None,11.0,10.0,None,1.1,None,None,None,None,None,2286.0,687.0
700062718104104960,2016-02-17 21:02:13+00:00,This is Eazy-E. He's colorful af. Must be rare. Submerged in Sprite (rad). Doesn't perform well when not wet. 6/10 ,Eazy,6.0,10.0,None,0.6,None,None,None,None,None,2718.0,709.0
700029284593901568,2016-02-17 18:49:22+00:00,This is Coops. His ship is taking on water. Sound the alarm. Much distress. Requesting immediate assistance. 10/10 ,Coops,10.0,10.0,None,1.0,west highland white terrier,west highland white terrier,west highland white terrier,None,None,2124.0,602.0
700002074055016451,2016-02-17 17:01:14+00:00,This is Thumas. He covered himself in nanners for maximum camouflage. It didn't work. I can still see u Thumas. 9/10 ,Thumas,9.0,10.0,None,0.9,None,None,None,None,None,3396.0,1375.0
699801817392291840,2016-02-17 03:45:29+00:00,This is Cooper. He began to tear up when his bone was taken from him. 11/10 stay strong pupper ,Cooper,11.0,10.0,None,1.1,golden retriever,golden retriever,golden retriever,golden retriever,None,3134.0,977.0
699788877217865730,2016-02-17 02:54:04+00:00,Say hello to Nala. She's a Freckled High Bruschetta. Petable af. 12/10 ,Nala,12.0,10.0,None,1.2,None,None,None,None,None,2289.0,518.0
699779630832685056,2016-02-17 02:17:19+00:00,Take all my money. 10/10 ,None,10.0,10.0,None,1.0,malinois,malinois,malinois,None,None,2819.0,1274.0
699775878809702401,2016-02-17 02:02:25+00:00,Meet Fillup. Spaghetti is his main weakness. Also pissed because he's rewarded with cat treats 11/10 it'll be ok pup ,Fillup,11.0,10.0,None,1.1,None,None,None,None,None,2004.0,616.0
699691744225525762,2016-02-16 20:28:06+00:00,"This is Dave. He's a tropical pup. Short lil legs (dachshund mix?) Excels underwater, but refuses to eat kibble 5/10 ",Dave,5.0,10.0,None,0.5,None,None,None,None,None,10518.0,4735.0
699446877801091073,2016-02-16 04:15:05+00:00,"This is Archie. He's undercover in all these pics. Not actually a bee, cow, or Hawaiian. Sneaky af. 12/10 ",Archie,12.0,10.0,None,1.2,pembroke,pembroke,pembroke,pembroke,pembroke,6087.0,2671.0
699434518667751424,2016-02-16 03:25:58+00:00,I know this is a tad late but here's a wonderful Valentine's Day pupper 12/10 ,None,12.0,10.0,None,1.2,golden retriever,golden retriever,golden retriever,golden retriever,None,2217.0,525.0
699423671849451520,2016-02-16 02:42:52+00:00,"""Don't ever talk to me or my son again."" ...both 10/10 ",None,10.0,10.0,None,1.0,pug,pug,pug,pug,pug,1405.0,337.0
699413908797464576,2016-02-16 02:04:04+00:00,"Meet Miley. She's a Scandinavian Hollabackgirl. Incalculably fluffy, unamused af. 11/10 would squeeze aggressively ",Miley,11.0,10.0,None,1.1,samoyed,None,None,None,None,2127.0,632.0
699370870310113280,2016-02-15 23:13:03+00:00,Say hello to Calbert. He doesn't have enough legs. Wtf Calbert. Still havin a blast tho. 11/10 would pet extra well ,Calbert,11.0,10.0,None,1.1,None,None,None,None,None,1933.0,452.0
699323444782047232,2016-02-15 20:04:36+00:00,"""I'm bathing the children what do you want?""  ...both 10/10 ",None,10.0,10.0,None,1.0,None,None,None,None,None,3240.0,887.0
699088579889332224,2016-02-15 04:31:20+00:00,This is Charl. He's a bully. Chucks that dumbbell around like its nothing. Sharp neck. Exceptionally unfluffy. 3/10 ,Charl,3.0,10.0,None,0.3,None,None,None,None,None,2293.0,650.0
699079609774645248,2016-02-15 03:55:41+00:00,Meet Reagan. He's a Persnicketus Derpson. Great with kids. Permanently caught off guard. 8/10 ,Reagan,8.0,10.0,None,0.8,schipperke,schipperke,None,None,None,2510.0,674.0
699072405256409088,2016-02-15 03:27:04+00:00,ERMAHGERD 12/10 please enjoy ,None,12.0,10.0,None,1.2,shih-tzu,None,None,None,None,3068.0,1220.0
699060279947165696,2016-02-15 02:38:53+00:00,This is Yukon. He pukes rainbows. 12/10 magical af ,Yukon,12.0,10.0,None,1.2,,,,,,3861.0,1847.0
699036661657767936,2016-02-15 01:05:02+00:00,HAPPY V-DAY FROM YOUR FAV PUPPER SQUAD 13/10 for all ,None,13.0,10.0,None,1.3,None,None,None,None,None,2664.0,1222.0
698989035503689728,2016-02-14 21:55:47+00:00,This is Oliver. He does toe touches in his sleep. 13/10 precious af ,Oliver,13.0,10.0,None,1.3,None,None,None,None,None,3455.0,1002.0
698953797952008193,2016-02-14 19:35:46+00:00,Meet CeCe. She wanted to take a selfie before her first day as a lumberjack. 11/10 crushing traditional gender roles ,CeCe,11.0,10.0,None,1.1,None,None,None,None,None,2771.0,929.0
698907974262222848,2016-02-14 16:33:40+00:00,This dog is never sure if he's doing the right thing. 10/10 ,None,10.0,10.0,None,1.0,german short-haired pointer,german short-haired pointer,german short-haired pointer,german short-haired pointer,german short-haired pointer,2600.0,642.0
698710712454139905,2016-02-14 03:29:49+00:00,This is Cuddles. He's not entirely sure how doors work. 10/10 I believe in you Cuddles ,Cuddles,10.0,10.0,None,1.0,None,None,None,None,None,2533.0,698.0
698703483621523456,2016-02-14 03:01:06+00:00,This is Rusty. He has no respect for POULTRY products. Unbelievable af. 7/10 would still pet ,Rusty,7.0,10.0,None,0.7,brittany spaniel,brittany spaniel,brittany spaniel,brittany spaniel,brittany spaniel,1487.0,391.0
698635131305795584,2016-02-13 22:29:29+00:00,Here we are witnessing five Guatemalan Birch Floofs in their natural habitat. All 12/10 (Vid by @pootdanielle) ,None,12.0,10.0,None,1.2,None,None,None,None,None,1320.0,348.0
698549713696649216,2016-02-13 16:50:04+00:00,This is Claude. He's trying to be seductive but he forgot to turn on the fireplace. 9/10 damn it Claude ,Claude,9.0,10.0,None,0.9,french bulldog,french bulldog,french bulldog,french bulldog,french bulldog,2382.0,639.0
698355670425473025,2016-02-13 03:59:01+00:00,This is Jessiga. She's a Tasmanian McCringleberry. Selfies make her uncomfortable. 10/10 would pet in time of need ,Jessiga,10.0,10.0,None,1.0,pug,pug,pug,pug,pug,1913.0,462.0
698342080612007937,2016-02-13 03:05:01+00:00,This is Maximus. He's training for the tetherball world championship. The grind never stops. 11/10 (vid by @Amuly21) ,Maximus,11.0,10.0,None,1.1,boxer,boxer,boxer,boxer,None,2314.0,971.0
698262614669991936,2016-02-12 21:49:15+00:00,This is Franklin. He's a yoga master. Trying to get rid of those rolls. Dedicated af. 11/10 keep it up pup ,Franklin,11.0,10.0,None,1.1,None,None,None,None,None,4875.0,2049.0
698178924120031232,2016-02-12 16:16:41+00:00,This is Lily. She accidentally dropped all her Kohl's cash overboard. Day officially ruined. 10/10 hang in there pup ,Lily,10.0,10.0,None,1.0,None,None,None,None,None,2879.0,763.0
697995514407682048,2016-02-12 04:07:53+00:00,"""Dammit hooman quit playin I jus wanna wheat thin"" 11/10 ",None,11.0,10.0,None,1.1,None,None,None,None,None,1555.0,341.0
697990423684476929,2016-02-12 03:47:39+00:00,This is Doug. He's a Draconian Jabbawockee. Rad tongue. Ears are borderline legendary 11/10 would pet with a purpose ,Doug,11.0,10.0,None,1.1,pembroke,pembroke,pembroke,pembroke,pembroke,3366.0,1324.0
697943111201378304,2016-02-12 00:39:39+00:00,This is Cassie. She goes door to door trying to find the owner of this baguette. No luck so far. 10/10 ,Cassie,10.0,10.0,None,1.0,None,None,None,None,None,2448.0,703.0
697881462549430272,2016-02-11 20:34:41+00:00,This is Carter. He wakes up in the morning and pisses excellence. 10/10 best there is plain and simple ,Carter,10.0,10.0,None,1.0,None,None,None,None,None,3086.0,1216.0
697630435728322560,2016-02-11 03:57:11+00:00,Pls make sure ur dogs have gone through some barkour training b4 they attempt stunts like this. 8/10 ,None,8.0,10.0,None,0.8,,,,,,1796.0,551.0
697616773278015490,2016-02-11 03:02:54+00:00,This pupper doubles as a hallway rug. Very rare. Versatile af. 11/10 ,None,11.0,10.0,None,1.1,lhasa,None,None,None,None,3237.0,1034.0
697596423848730625,2016-02-11 01:42:02+00:00,Here's a pupper with a piece of pizza. Two of everybody's favorite things in one photo. 11/10 ,None,11.0,10.0,None,1.1,shetland sheepdog,shetland sheepdog,None,None,None,3098.0,1288.0
697575480820686848,2016-02-11 00:18:49+00:00,This is Ole. He's not sure how to gravity. 8/10 ,Ole,8.0,10.0,None,0.8,None,None,None,None,None,2091.0,511.0
697516214579523584,2016-02-10 20:23:19+00:00,Say hello to Pherb. He does parkour. 9/10 ,Pherb,9.0,10.0,None,0.9,,,,,,2122.0,1149.0
697482927769255936,2016-02-10 18:11:03+00:00,Meet Blipson. He's a Doowap Hufflepuff. That Ugg is his temporary home while he's struggling with unemployment 11/10 ,Blipson,11.0,10.0,None,1.1,None,None,None,None,None,2473.0,692.0
697463031882764288,2016-02-10 16:51:59+00:00,Happy Wednesday here's a bucket of pups. 44/40 would pet all at once ,None,44.0,40.0,None,1.1,labrador retriever,labrador retriever,labrador retriever,labrador retriever,labrador retriever,3497.0,1422.0
697270446429966336,2016-02-10 04:06:43+00:00,This is Bentley. He got stuck on his 3rd homework problem. Picturing the best case scenario if he drops out. 10/10 ,Bentley,10.0,10.0,None,1.0,toy poodle,toy poodle,toy poodle,toy poodle,None,4797.0,1924.0
697259378236399616,2016-02-10 03:22:44+00:00,"Please stop sending in saber-toothed tigers. This is getting ridiculous. We only rate dogs.
...8/10 ",None,8.0,10.0,None,0.8,great dane,great dane,great dane,great dane,great dane,3364.0,1028.0
697255105972801536,2016-02-10 03:05:46+00:00,Meet Charlie. He likes to kiss all the big milk dogs with the rad earrings. Passionate af. 10/10 just a great guy ,Charlie,10.0,10.0,None,1.0,None,None,None,None,None,3098.0,1191.0
697242256848379904,2016-02-10 02:14:42+00:00,This is Oakley. He has a massive tumor growing on his head. Seems benign tho. 10/10 would pet around tumor ,Oakley,10.0,10.0,None,1.0,None,None,None,None,None,2573.0,685.0
696900204696625153,2016-02-09 03:35:31+00:00,This is Rosie. She's a Benebark Cumberpatch. Sleepy af. 12/10 would snug for days ,Rosie,12.0,10.0,None,1.2,None,None,None,None,None,3247.0,1044.0
696894894812565505,2016-02-09 03:14:25+00:00,These two pirates crashed their ship and don't know what to do now. Very irresponsible of them. Both 9/10 ,None,9.0,10.0,None,0.9,appenzeller,appenzeller,None,None,None,2400.0,692.0
696886256886657024,2016-02-09 02:40:05+00:00,Guys I found the dog from Up. 12/10 ,None,12.0,10.0,None,1.2,None,None,None,None,None,4982.0,1847.0
696877980375769088,2016-02-09 02:07:12+00:00,This is Misty. She's in a predicament. Not sure what next move should be. 9/10 stay calm pupper I'm comin ,Misty,9.0,10.0,None,0.9,None,None,None,None,None,2495.0,722.0
696754882863349760,2016-02-08 17:58:03+00:00,This is Reptar. He specifically asked for his skis to have four bindings. He's not happy. Quite perturbed tbh. 10/10 ,Reptar,10.0,10.0,None,1.0,None,None,None,None,None,1517.0,370.0
696744641916489729,2016-02-08 17:17:22+00:00,This is Klevin. He doesn't want his family brainwashed by mainstream media. 10/10 (vid by @AshtonHose) ,Klevin,10.0,10.0,None,1.0,,,,,,2119.0,963.0
696713835009417216,2016-02-08 15:14:57+00:00,This is Trevith. He's a Swiss Mountain Roadwoof. Breeze too powerful. 9/10 stay strong pupper ,Trevith,9.0,10.0,None,0.9,None,None,None,None,None,2428.0,666.0
696518437233913856,2016-02-08 02:18:30+00:00,Oh my god 10/10 for every little hot dog pupper,None,10.0,10.0,None,1.0,,,,,,3997.0,1745.0
696490539101908992,2016-02-08 00:27:39+00:00,After reading the comments I may have overestimated this pup. Downgraded to a 1/10. Please forgive me,None,1.0,10.0,None,0.1,,,,,,1240.0,145.0
696488710901260288,2016-02-08 00:20:23+00:00,12/10 revolutionary af ,None,12.0,10.0,None,1.2,None,None,None,None,None,2601.0,1044.0
696405997980676096,2016-02-07 18:51:43+00:00,This is Berb. He just found out that they have made 31 Kidz Bop CD's. Downright terrifying. 7/10 hang in there Berb ,Berb,7.0,10.0,None,0.7,None,None,None,None,None,3281.0,1180.0
696100768806522880,2016-02-06 22:38:50+00:00,This poor pupper has been stuck in a vortex since last week. Please keep her in your thoughts. 10/10 ,None,10.0,10.0,None,1.0,,,,,,1980.0,674.0
695816827381944320,2016-02-06 03:50:33+00:00,Here's a dog enjoying a sunset. 11/10 would trade lives with ,None,11.0,10.0,None,1.1,None,None,None,None,None,3078.0,1193.0
695794761660297217,2016-02-06 02:22:53+00:00,This is Wyatt. His throne is modeled after him. 13/10 Wyatt is a very big deal ,Wyatt,13.0,10.0,None,1.3,samoyed,samoyed,samoyed,samoyed,samoyed,3239.0,796.0
695767669421768709,2016-02-06 00:35:13+00:00,If you are aware of who is making these please let me know. 13/10 vroom vroom ,None,13.0,10.0,None,1.3,soft-coated wheaten terrier,soft-coated wheaten terrier,soft-coated wheaten terrier,soft-coated wheaten terrier,None,1912.0,765.0
695629776980148225,2016-02-05 15:27:17+00:00,Meet Calvin. He's proof that degrees mean absolutely nothing. 8/10 straighten up pup ,Calvin,8.0,10.0,None,0.8,old english sheepdog,old english sheepdog,None,None,None,4684.0,2152.0
695446424020918272,2016-02-05 03:18:42+00:00,We normally don't rate unicorns but this one has 3 ears so it must be super rare. 12/10 majestic af ,None,12.0,10.0,None,1.2,basenji,basenji,basenji,None,None,4495.0,1857.0
695409464418041856,2016-02-05 00:51:51+00:00,This is Bob. He just got back from his job interview and realized his ear was inside-out the whole time. 10/10 ,Bob,10.0,10.0,None,1.0,pug,pug,pug,pug,pug,8872.0,3676.0
695314793360662529,2016-02-04 18:35:39+00:00,This is Colin. He really likes green beans. It's tearing his family apart. 10/10 please pray for Colin ,Colin,10.0,10.0,None,1.0,maltese dog,maltese dog,None,None,None,3721.0,1490.0
695095422348574720,2016-02-04 04:03:57+00:00,This is just a beautiful pupper good shit evolution. 12/10 ,None,12.0,10.0,None,1.2,None,None,None,None,None,2697.0,631.0
695074328191332352,2016-02-04 02:40:08+00:00,This is Lorenzo. He's educated af. Just graduated college. 11/10 poor pupper can't even comprehend his debt ,Lorenzo,11.0,10.0,None,1.1,shih-tzu,None,None,None,None,2913.0,1130.0
695064344191721472,2016-02-04 02:00:27+00:00,"This may be the greatest video I've ever been sent. 4/10 for Charles the puppy, 13/10 overall. (Vid by @stevenxx_) ",None,4.0,10.0,None,0.4,None,None,None,None,None,1633.0,605.0
695051054296211456,2016-02-04 01:07:39+00:00,"Meet Brian (pronounced ""Kirk""). He's not amused by ur churlish tomfoolery. Once u put him down you're done for. 6/10 ",Brian,6.0,10.0,None,0.6,boston bull,boston bull,boston bull,None,None,2728.0,801.0
694925794720792577,2016-02-03 16:49:55+00:00,Please only send in dogs. This t-rex is very scary. 5/10 ...might still pet (vid by @helizabethmicha) ,None,5.0,10.0,None,0.5,,,,,,2765.0,941.0
694905863685980160,2016-02-03 15:30:43+00:00,This is Archie. He's a Bisquick Taj Mapaw. Too many people are touching him. It is doing him a discomfort. 10/10 ,Archie,10.0,10.0,None,1.0,None,None,None,None,None,2816.0,956.0
694356675654983680,2016-02-02 03:08:26+00:00,"This pupper only appears through the hole of a Funyun. Much like Phineas, this one is also mysterious af. 10/10 ",None,10.0,10.0,None,1.0,None,None,None,None,None,1539.0,293.0
694352839993344000,2016-02-02 02:53:12+00:00,Meet Oliviér. He takes killer selfies. Has a dog of his own. It leaps at random &amp; can't bark for shit. 10/10 &amp; 5/10 ,Oliviér,10.0,10.0,None,1.0,None,None,None,None,None,2088.0,632.0
694342028726001664,2016-02-02 02:10:14+00:00,It's okay pup. This happens every time I listen to @adele also. 11/10 (vid by @_larirutschmann) ,None,11.0,10.0,None,1.1,,,,,,1604.0,491.0
694329668942569472,2016-02-02 01:21:07+00:00,Meet Grady. He's very hungry. Too bad no one can find his food bowl. 9/10 poor pupper ,Grady,9.0,10.0,None,0.9,boxer,boxer,boxer,boxer,boxer,2048.0,514.0
694206574471057408,2016-02-01 17:11:59+00:00,"""Martha come take a look at this. I'm so fed up with the media's unrealistic portrayal of dogs these days."" 10/10 ",None,10.0,10.0,None,1.0,None,None,None,None,None,4268.0,2082.0
